"BroodYear","S_lwr","S_med","S_upr","R_lwr","R_med","R_upr","CU","CU_f"
2010,865.74,1395.81,2235.13,2104.09,2459.12,2863.37,"UpperYukonR.","UpperYukonR."
2011,7936.48,8213.58,8491.5,5357.32,6055.47,6813.46,"UpperYukonR.","UpperYukonR."
2012,7446.93,7925.5,8448.28,6742.07,7547.02,8408.59,"UpperYukonR.","UpperYukonR."
2013,2681.2,3431.89,4394.08,5953.96,6730.46,7587.24,"UpperYukonR.","UpperYukonR."
2014,999.2,1418.86,1902.86,5755.68,6493.37,7300.84,"UpperYukonR.","UpperYukonR."
2015,4141.62,4469.45,4834.68,4209.65,4695.6,5245.26,"UpperYukonR.","UpperYukonR."
2016,1873.19,2247.43,2691.7,2201.86,2530.35,2891.62,"UpperYukonR.","UpperYukonR."
2017,5028.13,5474.8,5953.96,581.66,744.05,949.38,"UpperYukonR.","UpperYukonR."
2018,5280.42,5714.36,6167.56,1272.08,1675.15,2267.45,"UpperYukonR.","UpperYukonR."
2019,2365.93,3034.14,3899.74,1905.41,3035.75,5194.9,"UpperYukonR.","UpperYukonR."
2020,2872.07,3001.82,3139.45,1820.31,4016.63,9352.13,"UpperYukonR.","UpperYukonR."
2021,3524.45,3743.77,3983.03,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2022,565.6,796.39,1112.58,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2023,380.89,554.68,801.56,NA,NA,NA,"UpperYukonR.","UpperYukonR."
2024,2044.22,2713.59,3603.48,NA,NA,NA,"UpperYukonR.","UpperYukonR."
1985,1653.53,2169.43,2870.99,3082.5,3904.61,4966.93,"Whiteandtribs.","Whiteandtribs."
1986,3192.01,4000.78,5044.86,11321.02,13336.92,15664.14,"Whiteandtribs.","Whiteandtribs."
1987,2245.6,2832.14,3586.43,15946.1,19150.19,22699.41,"Whiteandtribs.","Whiteandtribs."
1988,1509.03,2496.98,4222.62,15757.29,18980.17,22502.61,"Whiteandtribs.","Whiteandtribs."
1989,1813.52,3107.11,5411.57,20603.17,23843.09,27633.23,"Whiteandtribs.","Whiteandtribs."
1990,1037.31,1896.29,3657.19,9470.02,11913.96,14823.62,"Whiteandtribs.","Whiteandtribs."
1991,1476.05,2174.78,3150.15,18722.83,21822.48,25286.32,"Whiteandtribs.","Whiteandtribs."
1992,2246.89,2971.55,3963.75,5726.54,7195.94,8989.3,"Whiteandtribs.","Whiteandtribs."
1993,7894.49,9461.5,11354.22,10425.03,12041.17,13859.02,"Whiteandtribs.","Whiteandtribs."
1994,5294.46,6623.56,8296.47,5724.47,6833.47,8060.04,"Whiteandtribs.","Whiteandtribs."
1995,3426.15,4389.43,5622.31,5897.91,7044.15,8354.29,"Whiteandtribs.","Whiteandtribs."
1996,8179.17,9937.85,12005.84,5109.5,6090.38,7226.39,"Whiteandtribs.","Whiteandtribs."
1997,3876.33,5036.57,6490.95,6880.69,8108.66,9478.68,"Whiteandtribs.","Whiteandtribs."
1998,2152.21,3381.56,5404.37,8301.78,9797.36,11529.91,"Whiteandtribs.","Whiteandtribs."
1999,3157.22,3924.71,4854.43,15092.06,17529.07,20098.07,"Whiteandtribs.","Whiteandtribs."
2000,2299.39,2882.35,3605.89,7891.56,9882.8,12183.06,"Whiteandtribs.","Whiteandtribs."
2001,3443.27,4476.68,5824.29,6883.71,8009.49,9377.6,"Whiteandtribs.","Whiteandtribs."
2002,2362.02,3027.91,3876.76,3757.44,4411.83,5140.94,"Whiteandtribs.","Whiteandtribs."
2003,4015.97,5062.28,6401.13,5225.29,5842.99,6527.66,"Whiteandtribs.","Whiteandtribs."
2004,2595.31,3363.08,4344.23,2521.9,2942.56,3442.96,"Whiteandtribs.","Whiteandtribs."
2005,12825.69,13618.11,14440.17,3376.59,3871.8,4456.39,"Whiteandtribs.","Whiteandtribs."
2006,1781.22,2693.8,4003.59,3345.09,3853.17,4403.08,"Whiteandtribs.","Whiteandtribs."
2007,2585,3240.61,4079,2502.31,3076.7,3782.35,"Whiteandtribs.","Whiteandtribs."
2008,1771.43,2106.01,2500.04,2489.35,2982.38,3579.83,"Whiteandtribs.","Whiteandtribs."
2009,2800.06,3292.34,3867.5,4907.8,5565.54,6287.31,"Whiteandtribs.","Whiteandtribs."
2010,1092.57,1561.99,2249.75,2709.41,3183.73,3707.19,"Whiteandtribs.","Whiteandtribs."
2011,1992,2359.02,2800.04,4396.55,5052.45,5785.9,"Whiteandtribs.","Whiteandtribs."
2012,2089.51,2611.9,3263.98,3749.52,4331.51,4955.61,"Whiteandtribs.","Whiteandtribs."
2013,1222.05,1887.46,2799.8,3277.56,3787.58,4377.57,"Whiteandtribs.","Whiteandtribs."
2014,4052.83,4720.93,5531.03,2811.89,3254.68,3763.24,"Whiteandtribs.","Whiteandtribs."
2015,4703.68,5276.62,5942.23,1491.66,1790.18,2147.31,"Whiteandtribs.","Whiteandtribs."
2016,2286.37,2868.43,3557.71,1761.88,2017.7,2294.84,"Whiteandtribs.","Whiteandtribs."
2017,2620.92,3214.26,3932.2,1371.36,1592.19,1849.19,"Whiteandtribs.","Whiteandtribs."
2018,2146.14,2648.63,3281.47,1047.85,1378.04,1863.11,"Whiteandtribs.","Whiteandtribs."
2019,1743.77,2184.98,2726.91,837.84,1400.62,2416.6,"Whiteandtribs.","Whiteandtribs."
2020,553.76,815.66,1200.8,423.14,896.04,1883.84,"Whiteandtribs.","Whiteandtribs."
2021,1100.52,1437.28,1881.57,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2022,2191.85,2253.22,2314.79,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2023,824.17,1161.3,1617.12,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
2024,646.42,1024.1,1602.21,NA,NA,NA,"Whiteandtribs.","Whiteandtribs."
1985,7474.93,8897.84,10684.91,11373.57,14074.47,17230.77,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1986,7515.9,8838.05,10445.51,30501.46,35437.29,40874.74,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1987,3486.4,4325.38,5396.42,20100.78,24030.91,28333.33,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1988,2068.68,3924.03,7413.03,15288.08,18306.53,21720.5,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1989,2840.63,4565.1,7113.83,25899.53,29709.91,34007,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1990,3812.44,8427.19,13342.92,12187.69,15288.74,18817.39,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1991,4861.4,5960.92,7231.37,25651.56,29435.38,33743.59,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1992,8539.76,10505.23,12810.75,7618.31,9634.61,11968.84,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1993,7216.84,8530.64,10131.77,15652.79,18040.88,20673.78,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1994,4320.38,5535.66,7141.18,7385.23,8887.82,10577.41,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1995,6326.5,7700.34,9279.05,7330.14,8898.47,10822.92,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1996,9689.21,11539.3,13628.05,4342.53,5354.98,6564.05,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1997,5998.11,7470.34,9254.25,5580.92,6625.93,7790.08,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1998,2855.54,4577.24,7065.34,7774.84,9096.29,10548.76,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
1999,5082.22,6161.17,7420.2,9824.42,11560.87,13463.57,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2000,2391.05,3008.52,3766.96,6044.3,7475.34,9045.46,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2001,3933.35,5562.36,7815.47,7584.19,8785.89,10159.19,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2002,1553.78,2085.18,2838.08,5548.83,6422.04,7405.22,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2003,3224.24,4116.53,5244.27,9920.31,11022.68,12256.28,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2004,2928.91,3706.9,4695.19,6735.9,7757.67,8893.99,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2005,6958.16,8044.74,9272.06,8926.42,10069.97,11297.62,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2006,1890.05,2774.12,4041.83,5817.26,6617.42,7512.57,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2007,2978.69,3710.04,4605.33,4506.44,5070.59,5708.14,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2008,3763.88,4428.03,5209.17,4063.08,4661.58,5327.46,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2009,5044.12,5721.56,6489.45,6284.25,7077.39,7969.62,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2010,4938.5,5926.72,7117.61,6027.04,7054.15,8198.34,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2011,4060.69,4532.17,5049.21,17166.08,18958.71,20841.83,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2012,2944.85,3602.87,4405.26,13451.87,15033.26,16743.6,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2013,2837.73,3009.31,3189.3,10230.69,11573.89,13027.08,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2014,5893.82,6689.17,7598.1,12192.32,13566.3,14989.58,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2015,5279.39,5984.34,6752.35,6419.52,7341.75,8366.98,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2016,11786.16,12889.08,14116.46,2049.54,2464.39,2969.93,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2017,11515.14,12571.79,13716.3,1485.48,1808.8,2198.96,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2018,6691.43,7608.69,8621.31,3190.05,3838.21,4677.97,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2019,5660.54,6425.05,7285.65,3419.59,4892.13,7350.43,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2020,7160.06,7305.3,7446.9,3122.89,5633.44,10493.38,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2021,2078.99,2479.67,2939.32,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2022,629.65,943.68,1386.38,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2023,2550.78,3056.9,3667.72,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
2024,3241.7,4028.67,5012.8,NA,NA,NA,"YukonR.Teslinheadwaters","YukonR.Teslinheadwaters"
