CU_ID,YEAR,TOTAL_SPAWNERS,TOTAL_CATCH,RECRUITS,TOTAL_RUN,TOTAL_OCEAN_RUN,TOTAL_TERMINAL_RUN,MAINSTEM_CATCH,MAINSTEM_AGE_1,MAINSTEM_AGE_2,MAINSTEM_AGE_3,MAINSTEM_AGE_4,MAINSTEM_AGE_5,MAINSTEM_AGE_6,MAINSTEM_AGE_7,MAINSTEM_MORTALITY_RATE,OCEAN_CATCH,OCEAN_AGE_1,OCEAN_AGE_2,OCEAN_AGE_3,OCEAN_AGE_4,OCEAN_AGE_5,OCEAN_AGE_6,OCEAN_AGE_7,OCEAN_MORTALITY_RATE,TERMINAL_CATCH,TERMINAL_AGE_1,TERMINAL_AGE_2,TERMINAL_AGE_3,TERMINAL_AGE_4,TERMINAL_AGE_5,TERMINAL_AGE_6,TERMINAL_AGE_7,TERMINAL_MORTALITY_RATE,SPAWNERS_AGE_1,SPAWNERS_AGE_2,SPAWNERS_AGE_3,SPAWNERS_AGE_4,SPAWNERS_AGE_5,SPAWNERS_AGE_6,SPAWNERS_AGE_7,RUN_AGE_1,RUN_AGE_2,RUN_AGE_3,RUN_AGE_4,RUN_AGE_5,RUN_AGE_6,RUN_AGE_7,CATCH_AGE_1,CATCH_AGE_2,CATCH_AGE_3,CATCH_AGE_4,CATCH_AGE_5,CATCH_AGE_6,CATCH_AGE_7,TOTAL_MORTALITY_RATE,TOTAL_EXPLOITATION_RATE,OCEAN_EXPLOITATION_RATE
CK-76,2018,4716,1894,2361,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,2908,2770,105,,,,,,,,,0.29,
CK-76,2019,2263,2286,2541,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,2198,1855,53,,,,,,,,,0.50,
CK-76,2020,1658,1152,2463,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,1147,1353,90,,,,,,,,,0.41,
CK-76,2021,2877,158,NA,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,1376,1471,121,,,,,,,,,0.05,
CK-76,2022,508,57,NA,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,235,266,24,,,,,,,,,0.10,
CK-76,2023,2008,171,NA,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,1165,814,123,,,,,,,,,0.08,
CK-76,2024,2478,123,NA,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,1193,1035,56,,,,,,,,,0.05,
CK-72,1985,7868,23801,37936,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2360,21851,7144,,,,,,,,,0.75,
CK-72,1986,10456,26400,50550,1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308,6678,18246,10596,,,,,,,,,0.72,
CK-72,1987,12177,50806,27481,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,4826,44695,11516,,,,,,,,,0.81,
CK-72,1988,7144,16002,26710,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695,4951,5236,11257,,,,,,,,,0.69,
CK-72,1989,18036,31565,37356,3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3663,11322,26035,8573,,,,,,,,,0.64,
CK-72,1990,31697,34050,14716,7234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7234,15570,36809,6112,,,,,,,,,0.52,
CK-72,1991,11576,20101,32010,530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,10637,15299,5206,,,,,,,,,0.63,
CK-72,1992,11260,32653,12637,2052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,7509,32917,1439,,,,,,,,,0.74,
CK-72,1993,8897,16729,20475,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846,6855,13727,3194,,,,,,,,,0.65,
CK-72,1994,10950,21953,12750,967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967,12913,15985,3066,,,,,,,,,0.67,
CK-72,1995,8380,17404,14941,1170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170,3415,19200,1983,,,,,,,,,0.67,
CK-72,1996,10004,15644,14905,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567,12686,7947,4455,,,,,,,,,0.61,
CK-72,1997,9965,13733,29325,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892,3448,18653,712,,,,,,,,,0.58,
CK-72,1998,4207,7272,29668,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,4478,5240,1468,,,,,,,,,0.63,
CK-72,1999,6644,10905,20101,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,3243,13589,366,,,,,,,,,0.62,
CK-72,2000,5172,7888,18509,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,3910,6863,1839,,,,,,,,,0.60,
CK-72,2001,10533,5498,26313,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,4295,9278,1711,,,,,,,,,0.34,
CK-72,2002,6562,6129,11495,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825,3473,6816,1578,,,,,,,,,0.48,
CK-72,2003,22212,18119,19597,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633,11073,25459,3167,,,,,,,,,0.45,
CK-72,2004,10771,13932,13486,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208,4776,17462,1257,,,,,,,,,0.56,
CK-72,2005,11471,10244,16068,506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,7152,12960,1094,,,,,,,,,0.47,
CK-72,2006,12487,11944,12160,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,12977,10153,289,,,,,,,,,0.49,
CK-72,2007,8767,13560,13602,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,7349,13159,324,,,,,,,,,0.61,
CK-72,2008,4277,4471,8405,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,5232,2842,300,,,,,,,,,0.51,
CK-72,2009,15809,5254,13596,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,6469,12565,52,,,,,,,,,0.25,
CK-72,2010,7499,7030,10855,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,7188,5296,549,,,,,,,,,0.48,
CK-72,2011,8564,4260,17954,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,4439,7026,867,,,,,,,,,0.33,
CK-72,2012,6465,3798,12078,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,3837,5329,358,,,,,,,,,0.37,
CK-72,2013,11114,4316,9689,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,4699,9066,625,,,,,,,,,0.28,
CK-72,2014,6780,186,11093,509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509,3496,2780,181,,,,,,,,,0.03,
CK-72,2015,16183,1104,8338,2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2229,5846,8850,363,,,,,,,,,0.06,
CK-72,2016,13475,2843,4080,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939,10401,3889,89,,,,,,,,,0.17,
CK-72,2017,8650,3784,1571,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,5998,5595,113,,,,,,,,,0.30,
CK-72,2018,7344,2950,2043,1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287,4529,4314,163,,,,,,,,,0.29,
CK-72,2019,4682,4728,2027,914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914,4548,3838,110,,,,,,,,,0.50,
CK-72,2020,6407,4451,2884,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851,4432,5228,346,,,,,,,,,0.41,
CK-72,2021,5791,318,NA,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,2768,2961,244,,,,,,,,,0.05,
CK-72,2022,941,106,NA,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,436,493,44,,,,,,,,,0.10,
CK-72,2023,1898,161,NA,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,1101,769,116,,,,,,,,,0.08,
CK-72,2024,1715,85,NA,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,825,716,39,,,,,,,,,0.05,
CK-74,1985,6164,18645,11419,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,1848,17118,5597,,,,,,,,,0.75,
CK-74,1986,5797,14635,15569,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,3702,10115,5874,,,,,,,,,0.72,
CK-74,1987,3481,14524,8194,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,1380,12777,3292,,,,,,,,,0.81,
CK-74,1988,3015,6754,12260,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,2090,2210,4751,,,,,,,,,0.69,
CK-74,1989,4218,7382,25978,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857,2648,6088,2005,,,,,,,,,0.64,
CK-74,1990,5476,5882,8560,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,2690,6359,1056,,,,,,,,,0.52,
CK-74,1991,4952,8598,18262,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227,4550,6544,2227,,,,,,,,,0.63,
CK-74,1992,3210,9310,6769,585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585,2141,9385,410,,,,,,,,,0.74,
CK-74,1993,2262,4253,9546,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,1743,3490,812,,,,,,,,,0.65,
CK-74,1994,5858,11744,4691,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,6908,8552,1640,,,,,,,,,0.67,
CK-74,1995,7614,15813,6428,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,3102,17444,1801,,,,,,,,,0.67,
CK-74,1996,4666,7296,7495,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265,5916,3706,2078,,,,,,,,,0.61,
CK-74,1997,5994,8261,7468,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537,2074,11220,428,,,,,,,,,0.58,
CK-74,1998,2798,4836,7991,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,2978,3485,977,,,,,,,,,0.63,
CK-74,1999,2711,4449,5105,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,1323,5544,149,,,,,,,,,0.62,
CK-74,2000,1679,2561,7121,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,1270,2228,597,,,,,,,,,0.60,
CK-74,2001,5052,2637,11317,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,2060,4451,821,,,,,,,,,0.34,
CK-74,2002,4586,4284,4723,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576,2427,4764,1103,,,,,,,,,0.48,
CK-74,2003,3609,2944,7629,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,1799,4137,515,,,,,,,,,0.45,
CK-74,2004,3425,4430,4423,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,1519,5552,400,,,,,,,,,0.56,
CK-74,2005,2595,2318,4714,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,1618,2932,248,,,,,,,,,0.47,
CK-74,2006,6577,6292,2716,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,6835,5348,152,,,,,,,,,0.49,
CK-74,2007,3210,4965,3329,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,2691,4819,119,,,,,,,,,0.61,
CK-74,2008,2119,2215,2666,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,2592,1408,149,,,,,,,,,0.51,
CK-74,2009,5498,1827,4722,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,2250,4370,18,,,,,,,,,0.25,
CK-74,2010,2477,2322,4172,495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495,2374,1749,181,,,,,,,,,0.48,
CK-74,2011,2180,1084,7711,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,1130,1788,221,,,,,,,,,0.33,
CK-74,2012,877,515,5110,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,520,723,49,,,,,,,,,0.37,
CK-74,2013,3244,1260,5427,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304,1372,2647,182,,,,,,,,,0.28,
CK-74,2014,2682,74,5907,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,1383,1100,72,,,,,,,,,0.03,
CK-74,2015,5594,382,3733,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770,2020,3059,125,,,,,,,,,0.06,
CK-74,2016,6304,1330,1742,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907,4866,1819,42,,,,,,,,,0.17,
CK-74,2017,3484,1524,634,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292,2416,2254,46,,,,,,,,,0.30,
CK-74,2018,3081,1238,1596,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,1900,1810,69,,,,,,,,,0.29,
CK-74,2019,3732,3770,2634,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,3626,3060,88,,,,,,,,,0.50,
CK-74,2020,2183,1517,3010,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290,1510,1782,118,,,,,,,,,0.41,
CK-74,2021,3105,170,NA,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,1485,1588,131,,,,,,,,,0.05,
CK-74,2022,132,15,NA,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,61,69,6,,,,,,,,,0.10,
CK-74,2023,667,57,NA,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,387,270,41,,,,,,,,,0.08,
CK-74,2024,2769,138,NA,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,1333,1156,62,,,,,,,,,0.05,
CK-69,1985,2023,6120,8403,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,607,5618,1837,,,,,,,,,0.75,
CK-69,1986,2509,6335,16096,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314,1603,4379,2543,,,,,,,,,0.72,
CK-69,1987,1640,6841,7202,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,650,6018,1551,,,,,,,,,0.81,
CK-69,1988,15815,35426,5558,3752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,10961,11592,24920,,,,,,,,,0.69,
CK-69,1989,6135,10737,10539,1246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1246,3851,8856,2916,,,,,,,,,0.64,
CK-69,1990,5217,5604,5848,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1191,2563,6058,1006,,,,,,,,,0.52,
CK-69,1991,2778,4824,24231,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,2553,3672,1249,,,,,,,,,0.63,
CK-69,1992,4089,11859,18160,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,745,2727,11954,522,,,,,,,,,0.74,
CK-69,1993,2215,4165,17670,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,1707,3418,795,,,,,,,,,0.65,
CK-69,1994,1813,3635,3460,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,2138,2647,508,,,,,,,,,0.67,
CK-69,1995,2632,5466,3242,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,1072,6030,623,,,,,,,,,0.67,
CK-69,1996,4421,6913,3454,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,5606,3512,1969,,,,,,,,,0.61,
CK-69,1997,8312,11454,6687,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744,2876,15558,594,,,,,,,,,0.58,
CK-69,1998,11919,20602,10471,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832,12688,14845,4160,,,,,,,,,0.63,
CK-69,1999,2543,4173,4102,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,1241,5201,140,,,,,,,,,0.62,
CK-69,2000,952,1451,3398,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,720,1263,338,,,,,,,,,0.60,
CK-69,2001,2022,1055,4140,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,824,1781,328,,,,,,,,,0.34,
CK-69,2002,1792,1674,2153,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,948,1861,431,,,,,,,,,0.48,
CK-69,2003,4382,3574,9319,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,2184,5022,625,,,,,,,,,0.45,
CK-69,2004,5106,6605,5495,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573,2264,8278,596,,,,,,,,,0.56,
CK-69,2005,729,651,9197,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,454,823,70,,,,,,,,,0.47,
CK-69,2006,2906,2780,11521,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,3020,2363,67,,,,,,,,,0.49,
CK-69,2007,301,465,8013,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,252,452,11,,,,,,,,,0.61,
CK-69,2008,1663,1739,2888,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,2035,1105,117,,,,,,,,,0.51,
CK-69,2009,8850,2941,3547,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106,3622,7034,29,,,,,,,,,0.25,
CK-69,2010,895,839,2459,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,857,632,65,,,,,,,,,0.48,
CK-69,2011,8235,4096,6055,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,4268,6755,834,,,,,,,,,0.33,
CK-69,2012,7999,4699,7547,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912,4748,6594,443,,,,,,,,,0.37,
CK-69,2013,3477,1350,6730,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,1470,2837,195,,,,,,,,,0.28,
CK-69,2014,703,19,6493,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,363,288,19,,,,,,,,,0.03,
CK-69,2015,4543,310,4696,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626,1641,2485,102,,,,,,,,,0.06,
CK-69,2016,2120,447,2530,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1636,612,14,,,,,,,,,0.17,
CK-69,2017,5514,2413,744,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,3824,3567,72,,,,,,,,,0.30,
CK-69,2018,5746,2308,1675,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1007,3544,3375,128,,,,,,,,,0.29,
CK-69,2019,3030,3060,3036,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,2944,2484,71,,,,,,,,,0.50,
CK-69,2020,3003,2086,4017,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,2077,2450,162,,,,,,,,,0.41,
CK-69,2021,3772,207,NA,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,1803,1929,159,,,,,,,,,0.05,
CK-69,2022,614,69,NA,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,284,322,29,,,,,,,,,0.10,
CK-69,2023,374,32,NA,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,217,151,23,,,,,,,,,0.08,
CK-69,2024,3124,156,NA,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,1504,1305,70,,,,,,,,,0.05,
CK-75,1985,2246,6793,3905,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,673,6236,2039,,,,,,,,,0.75,
CK-75,1986,3987,10067,13337,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499,2547,6958,4041,,,,,,,,,0.72,
CK-75,1987,2722,11355,19150,431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,1079,9989,2574,,,,,,,,,0.81,
CK-75,1988,1757,3935,18980,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,1218,1288,2768,,,,,,,,,0.69,
CK-75,1989,2361,4133,23843,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,1482,3409,1122,,,,,,,,,0.64,
CK-75,1990,1725,1853,11914,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394,847,2003,333,,,,,,,,,0.52,
CK-75,1991,974,1690,21822,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,895,1287,438,,,,,,,,,0.63,
CK-75,1992,3345,9700,7196,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610,2231,9778,427,,,,,,,,,0.74,
CK-75,1993,10316,19398,12041,2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,7948,15917,3703,,,,,,,,,0.65,
CK-75,1994,6596,13224,6833,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,7779,9629,1847,,,,,,,,,0.67,
CK-75,1995,4078,8468,7044,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569,1661,9342,965,,,,,,,,,0.67,
CK-75,1996,10503,16425,6090,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596,13319,8344,4677,,,,,,,,,0.61,
CK-75,1997,4838,6667,8109,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,1674,9056,346,,,,,,,,,0.58,
CK-75,1998,2675,4624,9797,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,2848,3332,934,,,,,,,,,0.63,
CK-75,1999,3764,6178,17529,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,1838,7699,207,,,,,,,,,0.62,
CK-75,2000,2817,4296,9883,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,2130,3737,1002,,,,,,,,,0.60,
CK-75,2001,4537,2368,8009,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321,1850,3997,737,,,,,,,,,0.34,
CK-75,2002,2996,2799,4412,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,1586,3112,720,,,,,,,,,0.48,
CK-75,2003,5038,4109,5843,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,2511,5774,718,,,,,,,,,0.45,
CK-75,2004,3376,4366,2943,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,1497,5473,394,,,,,,,,,0.56,
CK-75,2005,13885,12401,3872,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,8657,15688,1324,,,,,,,,,0.47,
CK-75,2006,1441,1378,3853,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,1497,1171,33,,,,,,,,,0.49,
CK-75,2007,3477,5378,3077,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593,2915,5219,129,,,,,,,,,0.61,
CK-75,2008,2085,2180,2982,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183,2551,1386,146,,,,,,,,,0.51,
CK-75,2009,3259,1083,5566,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,1334,2591,11,,,,,,,,,0.25,
CK-75,2010,1445,1355,3184,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,1385,1020,106,,,,,,,,,0.48,
CK-75,2011,2332,1160,5052,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,1208,1913,236,,,,,,,,,0.33,
CK-75,2012,2838,1667,4332,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,1685,2340,157,,,,,,,,,0.37,
CK-75,2013,157,61,3788,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,66,128,9,,,,,,,,,0.28,
CK-75,2014,5028,138,3255,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,2593,2062,134,,,,,,,,,0.03,
CK-75,2015,5530,377,1790,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762,1997,3024,124,,,,,,,,,0.06,
CK-75,2016,2612,551,2018,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376,2017,754,17,,,,,,,,,0.17,
CK-75,2017,3323,1454,1592,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,2305,2150,43,,,,,,,,,0.30,
CK-75,2018,2730,1097,1378,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479,1684,1604,61,,,,,,,,,0.29,
CK-75,2019,2396,2420,1401,468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,2328,1964,56,,,,,,,,,0.50,
CK-75,2020,505,351,896,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,349,412,27,,,,,,,,,0.41,
